Event,Event_Original,County,State,Waterbody.Name,Station.Name,WBIC,Site.Seq.No,Swims.Station.Id,Fishkill.Inv.Seq.No,Investigation.Start.Date,Season,Season1,Year,Stream.Miles.or.Lake.Acres.Affected,Cause.Category,Cause.Type,Mortality.Code,Confidence.Of.Cause.Code,Cause.Group,Cause.Detail,Investigation.Start.Month,Min.Kill.Size,Max.Kill.Size,Sunnies,Bluegill,Crappie,Bass,Bullhead,Suckerfish,Trout,Gizzard.Shad,Round.Goby,Cisco,Pike,Snail,Muskies,Walleye,Carp,Freshwater.Drum,Perch,Catfish,Sculpin,Stickleback,Minnow,Bigmouth.Buffalo,Pumpkinseed,Drum,Darter,Dace,Chub,Crayfish,Shorthead.Redhorse,Frogs,Sunfish,Golden.Shiner,Bowfin,Dogfish,Sturgeon,Fish.Species
194,194,LAFAYETTE,WI,UNNAMED UNSPECIFIED OPEN WATER T3N-R3E-S1,ZINK POND,5578469,65292313,10037906,2999,20-Jul-12,Summer,Summer,2012,1.5,NATURAL,ENVIRONMENTAL CONDITION,TOTAL,KNOWN,SUMMERKILL,DISSOLVED OXYGEN,Jul,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
200,200,LANGLADE,WI,EAST BRANCH EAU CLAIRE RIVER,EAST BRANCH EAU CLAIRE RIVER-325M BELOW CTH I ACESS AT DNR PUBLIC HUNTING AND FISHING,1442200,133684,10015158,1505,11-Aug-05,Summer,Summer,2005,1,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,THERMAL STRESS,Aug,Excludable,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,201,LANGLADE,WI,ENTERPRISE LAKE,ENTERPRISE LAKE_GENERAL LAKE STATION,1579700,110070,10003161,1996,1-Jun-10,Summer,Summer,2010,1,NATURAL,UNKNOWN ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,COMPOUND ENVIRONMENTAL STRESS,Jun,Few,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1
209,209,LANGLADE,WI,SPRING BROOK,SPRING BROOK,1440800,104424,104424,60,20-Jul-05,Summer,Summer,2005,3,ANTHROPOGENIC,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,DISSOLVED OXYGEN,Jul,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1
210,210,LANGLADE,WI,SUMMIT LAKE,SUMMIT LAKE_GENERAL LAKE STATION,1445600,113363,10003151,1506,8-Jul-05,Summer,Summer,2005,282,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,SUMMERKILL,UNKNOWN,Jul,Large Number,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,230,MANITOWOC,WI,MANITOWOC RIVER,MANITOWOC RIVER,71000,104439,104439,61,2-Aug-05,Summer,Summer,2005,4,ANTHROPOGENIC,ENVIRONMENTAL CONDITION,TOTAL,UNKNOWN,SUMMERKILL,DISSOLVED OXYGEN,Aug,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
232,232,MANITOWOC,WI,MANITOWOC RIVER,MANITOWOC RIVER - MANITOWOC RIVER AT MILL ROAD,71000,127261,10010413,1249,15-Sep-08,Summer,Summer,2008,3,UNKNOWN,UNKNOWN,SELECTIVE,KNOWN,SUMMERKILL,UNKNOWN,Sep,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
233,233,MANITOWOC,WI,MUD CREEK,COLLINS MARSH (MUD CREEK),75000,22753907,10022842,791,27-Aug-07,Summer,Summer,2007,20,NOT INVESTIGATED,UNKNOWN,SELECTIVE,UNKNOWN,SUMMERKILL,UNKNOWN,Aug,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
234,234,MANITOWOC,WI,MUD CREEK,COLLINS MARSH (MUD CREEK),75000,22753907,10022842,790,27-Aug-07,Summer,Summer,2007,20,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,SUMMERKILL,UNKNOWN,Aug,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
235,235,MANITOWOC,WI,MUD CREEK,MUD CREEK,75000,104437,104437,33,22-Sep-04,Summer,Summer,2004,0.5,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,DISSOLVED OXYGEN,Sep,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
238,238,MANITOWOC,WI,UNNAMED RESERVOIR OR FLOWAGE T17N-R21E-S30,KIEL RESERVOIR DS HWY 32/57,5560113,36726329,10031488,1820,30-Jun-10,Summer,Summer,2010,3,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,UNKNOWN,SUMMERKILL,DISSOLVED OXYGEN,Jun,Excludable,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
245,245,MARATHON,WI,BIG EAU PLEINE RESERVOIR,BIG EAU PLEINE RESERVOIR_GENERAL LAKE STATION,1427400,122075,10003570,2817,7-Jul-12,Summer,Summer,2012,100,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,THERMAL STRESS,Jul,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,251,MARATHON,WI,LAKE WAUSAU,LAKE WAUSAU_GENERAL LAKE STATION,1437500,122584,10003621,230,30-Apr-07,Summer,Winter,2007,50,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,COMPOUND ENVIRONMENTAL STRESS,Apr,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
257,257,MARINETTE,WI,LAKE CHAPMAN,LAKE CHAPMAN_GENERAL LAKE STATION,639000,110996,10003873,100,1-Aug-06,Summer,Summer,2006,34,NATURAL,ENVIRONMENTAL CONDITION,TOTAL,KNOWN,SUMMERKILL,DISSOLVED OXYGEN,Aug,Massive,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
266,266,MARQUETTE,WI,BUFFALO LAKE,BUFFALO LAKE_GENERAL LAKE STATION,168000,122132,10003884,2793,9-Jul-12,Summer,Summer,2012,500,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,THERMAL STRESS,Jul,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
267,267,MARQUETTE,WI,HARRIS POND (HARRISVILLE),HARRIS POND_GENERAL LAKE STATION,165700,122412,10003937,2786,9-Jul-12,Summer,Summer,2012,150,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,THERMAL STRESS,Jul,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
283,283,MILWAUKEE,WI,MILWAUKEE RIVER,MILWAUKEE RIVER AT HUMBOLDT AVE,15000,10175131,413929,2921,15-Jul-12,Summer,Summer,2012,3.2,UNKNOWN,UNKNOWN,SELECTIVE,SUSPECTED,SUMMERKILL,DISSOLVED OXYGEN,Jul,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
309,309,OCONTO,WI,OCONTO RIVER,OCONTO RIVER (IRON BRIDGE IN STILES),440200,104430,104430,98,19-Jul-06,Summer,Summer,2006,3,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,SUMMERKILL,THERMAL STRESS,Jul,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
312,312,OCONTO,WI,PORCUPINE LAKE,PORCUPINE LAKE_GENERAL LAKE STATION,443500,112587,10001332,1856,9-Aug-10,Summer,Summer,2010,30,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,DISSOLVED OXYGEN,Aug,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
317,317,ONEIDA,WI,ARNESON LAKE,ARNESON LAKE_GENERAL LAKE STATION,969000,108964,10004614,70,31-Oct-05,Winter,Winter,2005,6,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,COMPOUND ENVIRONMENTAL STRESS,Oct,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
328,328,ONEIDA,WI,FRANKLIN LAKE,FRANKLIN LAKE_GENERAL LAKE STATION,986000,110223,10001435,325,18-May-07,Summer,Winter,2007,NA,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,UNKNOWN,SUMMERKILL,COMPOUND ENVIRONMENTAL STRESS,May,Excludable,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
347,347,ONEIDA,WI,MINOCQUA LAKE,MINOCQUA LAKE_GENERAL LAKE STATION,1542400,122749,10004252,621,13-Jun-07,Summer,Summer,2007,NA,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,SUMMERKILL,UNKNOWN,Jun,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
356,356,ONEIDA,WI,PELICAN LAKE,PELICAN LAKE_GENERAL LAKE STATION,1579900,122863,10001448,1877,1-Jun-10,Summer,Summer,2010,3585,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,SUMMERKILL,UNKNOWN,Jun,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
365,365,ONEIDA,WI,SUGAR CAMP LAKE,SUGAR CAMP LAKE_GENERAL LAKE STATION,1020400,113352,10001455,782,21-Aug-07,Summer,Summer,2007,NA,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,SUMMERKILL,UNKNOWN,Aug,Few,,0,0,1,0,UNKNOWN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
369,369,OUTAGAMIE,WI,BLACK OTTER LAKE (HORTONVILLE),BLACK OTTER LAKE_GENERAL LAKE STATION,315600,122101,10004714,2963,19-Jul-12,Summer,Summer,2012,75,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,SUMMERKILL,DISSOLVED OXYGEN,Jul,Large Number,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
378,378,OUTAGAMIE,WI,WOLF RIVER,WOLF RIVER BERNEGGERS UPSTREAM,241300,129777,10011793,2784,10-Jul-12,Summer,Summer,2012,8,NATURAL,ENVIRONMENTAL CONDITION,TOTAL,SUSPECTED,SUMMERKILL,THERMAL STRESS,Jul,Few,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
381,381,OZAUKEE,WI,NO OFFICIAL WATERBODY NAME,"WILLOWBROOKE POND, CITY OF CEDARBURG",99999,86493048,10041432,3503,20-Sep-13,Summer,Summer,2013,1.5,UNKNOWN,UNKNOWN,TOTAL,UNKNOWN,SUMMERKILL,DISSOLVED OXYGEN,Sep,Large Number,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
394,394,POLK,WI,FORSYTHE LAKE,FORSYTHE LAKE_GENERAL LAKE STATION,2641400,110200,10005034,1858,3-Aug-10,Summer,Summer,2010,30,NATURAL,UNKNOWN ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,DISSOLVED OXYGEN,Aug,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
416,416,PRICE,WI,BIG DARDIS LAKE,BIG DARDIS LAKE_GENERAL LAKE STATION,2244200,109129,10005216,1481,23-Jun-09,Summer,Summer,2009,144,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,THERMAL STRESS,Jun,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
419,419,PRICE,WI,LAC SAULT DORE,LAC SAULT DORE_GENERAL LAKE STATION,2236800,122518,10005198,1448,15-Jun-09,Summer,Summer,2009,561,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,THERMAL STRESS,Jun,Few,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
424,424,PRICE,WI,SCHNUR LAKE,SCHNUR LAKE_GENERAL LAKE STATION,2284000,112927,10005267,1475,6-Aug-07,Summer,Summer,2007,158,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,SUMMERKILL,THERMAL STRESS,Aug,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
425,425,PRICE,WI,SCHNUR LAKE,SCHNUR LAKE_GENERAL LAKE STATION,2284000,112927,10005267,1464,19-Jun-09,Summer,Summer,2009,158,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,SUMMERKILL,THERMAL STRESS,Jun,Fair Number,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
427,427,PRICE,WI,SOLBERG LAKE,SOLBERG LAKE_GENERAL LAKE STATION,2242500,123029,10005210,1431,15-Jun-09,Summer,Summer,2009,859,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,SUMMERKILL,THERMAL STRESS,Jun,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
431,431,RACINE,WI,EAGLE LAKE,EAGLE LAKE_GENERAL LAKE STATION,759800,122282,10007843,2953,9-Jul-12,Summer,Summer,2012,200,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,KNOWN,SUMMERKILL,THERMAL STRESS,Jul,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
435,435,ROCK,WI,BECKMANS MILLPOND,BECKMAN MILLPOND,874720,63903038,10037647,2734,22-Jun-12,Summer,Summer,2012,0.2,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,DISSOLVED OXYGEN,Jun,Fair Number,,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
438,438,ROCK,WI,EDGERTON POND,EDGERTON KIDS FISHING POND,808300,104415,104415,32,15-Sep-04,Summer,Summer,2004,5,NATURAL,UNKNOWN ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,COMPOUND ENVIRONMENTAL STRESS,Sep,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0
440,440,ROCK,WI,LIONS PARK POND,LIONS PARK POND - PARKER BEACH-JANESVILLLE,777800,9867,543273,22,16-Jul-04,Summer,Summer,2004,2,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,SUMMERKILL,UNKNOWN,Jul,UNKNOWN,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
441,441,ROCK,WI,NO OFFICIAL WATERBODY NAME,MUD LAKE,99999,65926264,10038125,3040,11-Aug-12,Summer,Summer,2012,NA,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,SUSPECTED,SUMMERKILL,DISSOLVED OXYGEN,Aug,Large Number,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
