Event,Event_Original,County,State,Waterbody.Name,Station.Name,WBIC,Site.Seq.No,Swims.Station.Id,Fishkill.Inv.Seq.No,Investigation.Start.Date,Season,Season1,Year,Stream.Miles.or.Lake.Acres.Affected,Confidence.Of.Cause.Code,Cause.Category,Cause.Type,Mortality.Code,Detail.Cause.Type,Investigation.Start.Month,Cause.Category.4,Min.Kill.Size,Species,Acipenseridae,Amiidae,Catostomidae,Centrarchidae,Clupeidae,Cyprinidae,Esocidae,Gasterosteidae,Gobiidae,Ictaluridae,Lepisosteidae,Osmeridae,Percidae,Salmonidae,Sciaenidae,Bass,Bigmouth.Buffalo,Bowfin,Bluegill,Brown.Trout,Bullhead,Carp,Catfish,Channel.Catfish,Chub,Cisco,Crappie,Dace,Darter,Dogfish,Drum,Freshwater.Drum,Gar,Gizzard.Shad,Golden.Shiner,Largemouth.Bass,Minnow,Muskies,Northern.Pike,Perch,Pike,Pumpkinseed,Rainbow.Smelt,Rock.Bass,Round.Goby,Sauger,Sculpin,Shorthead.Redhorse,Smallmouth.Bass,Stickleback,Stonecat,Sturgeon,Suckerfish,Sunfish,Sunnies,Trout,Walleye,White.Sucker,Whitefish,Yellow.Perch,Lat,Long
336,52,BURNETT,WI,WOOD LAKE,WOOD LAKE_GENERAL LAKE STATION,2649800,121965,10001891,2904,17-Jul-12,Summer,Summer,2012,521,SUSPECTED,NOT INVESTIGATED,ENVIRONMENTAL CONDITION,SELECTIVE,DIRECT TEMPERATURE STRESS,Jul,SUMMERKILL,Excludable,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
337,53,BURNETT,WI,YELLOW LAKE,YELLOW LAKE_GENERAL LAKE STATION,2675200,123753,10001044,728,27-Jun-07,Summer,Summer,2007,2287,UNKNOWN,NATURAL,INFECTIOUS AGENTS,SELECTIVE,UNKNOWN INFECTIOUS AGENT,Jun,INFECTIOUS AGENT,Fair Number,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
338,54,BURNETT,WI,YELLOW LAKE,YELLOW LAKE_GENERAL LAKE STATION,2675200,123753,10001044,2961,20-Jul-12,Summer,Summer,2012,2287,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,Jul,SUMMERKILL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
339,55,CALUMET,WI,BECKER LAKE,BECKER LAKE_GENERAL LAKE STATION,77300,108863,10001968,220,16-May-07,Summer,Winter,2007,32,UNKNOWN,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
340,56,CALUMET,WI,BECKER LAKE,BECKER LAKE_GENERAL LAKE STATION,77300,108863,10001968,1660,23-Mar-10,Winter,Winter,2010,32,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,TOTAL,DISSOLVED OXYGEN,Mar,WINTERKILL,Few,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
341,57,CALUMET,WI,CHILTON MILLPOND 75,CHILTON MILLPOND_GENERAL LAKE STATION,81200,122182,10001970,1211,30-Jun-08,Summer,Summer,2008,10,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,Jun,SUMMERKILL,Fair Number,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
342,58,CALUMET,WI,LAKE WINNEBAGO,LAKE WINNEBAGO,131100,104489,104489,299,21-May-07,Summer,Winter,2007,NA,UNKNOWN,UNKNOWN,UNKNOWN,SELECTIVE,VHS,May,INFECTIOUS AGENT,Excludable,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
343,59,CALUMET,WI,LAKE WINNEBAGO,LAKE WINNEBAGO - OFF QUINNEY,131100,104509,104509,758,14-Jun-07,Summer,Summer,2007,NA,UNKNOWN,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,Jun,SUMMERKILL,Excludable,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA
344,60,CALUMET,WI,LAKE WINNEBAGO,LAKE WINNEBAGO - WAVERLY BEACH,131100,104468,104468,243,25-May-07,Summer,Winter,2007,NA,UNKNOWN,UNKNOWN,UNKNOWN,SELECTIVE,UNKNOWN,May,EXCLUDABLE,Excludable,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA
345,61,CALUMET,WI,LAKE WINNEBAGO,LAKE WINNEBAGO -- STOCKBRIDGE HARBOR,131100,22089,10019508,1847,14-May-10,Summer,Winter,2010,1000,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,COMPOUND ENVIRONMENTAL STRESS,May,EXCLUDABLE,Excludable,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
346,62,CALUMET,WI,LAKE WINNEBAGO,LAKE WINNEBAGO -- STOCKBRIDGE HARBOR,131100,22089,10019508,1782,14-May-10,Summer,Winter,2010,1,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,UNKNOWN,May,INFECTIOUS AGENT,Large Number,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
347,63,CALUMET,WI,ROUND LAKE,ROUND LAKE,68600,104435,104435,12,24-Jun-04,Summer,Summer,2004,11,SUSPECTED,UNKNOWN,INFECTIOUS AGENTS,SELECTIVE,COLUMNARIS,Jun,INFECTIOUS AGENT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
348,64,CALUMET,WI,ROUND LAKE,ROUND LAKE,68600,104435,104435,1289,5-Mar-09,Winter,Winter,2009,11,UNKNOWN,NATURAL,ENVIRONMENTAL CONDITION,TOTAL,DISSOLVED OXYGEN,Mar,WINTERKILL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
349,65,CALUMET,WI,UNNAMED SINGLE-LINE STREAM T20N-R18E-S36,DOT RETENTION POND,131200,22753898,10022841,799,27-Aug-07,Summer,Summer,2007,NA,SUSPECTED,ANTHROPOGENIC,ENVIRONMENTAL CONDITION,SELECTIVE,COMPOUND ENVIRONMENTAL STRESS,Aug,SUMMERKILL,Fair Number,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA
350,66,CHIPPEWA,WI,"LAKE HALLIE, LAKE HALLIE 2",LAKE HALLIE_GENERAL LAKE STATION,2150200,111024,10001975,74,2-Jun-05,Summer,Summer,2005,79,SUSPECTED,NATURAL,UNKNOWN ENVIRONMENTAL CONDITION,SELECTIVE,COLUMNARIS,Jun,INFECTIOUS AGENT,Large Number,0,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
351,67,CHIPPEWA,WI,"LAKE HALLIE, LAKE HALLIE 2",LAKE HALLIE_GENERAL LAKE STATION,2150200,111024,10001975,1406,27-May-09,Summer,Winter,2009,79,SUSPECTED,NATURAL,INFECTIOUS AGENTS,SELECTIVE,COLUMNARIS,May,INFECTIOUS AGENT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
352,68,CHIPPEWA,WI,OTTER LAKE (BROWN),OTTER LAKE_GENERAL LAKE STATION,2157000,122852,10001983,28,10-Apr-04,Summer,Winter,2004,661,KNOWN,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,Apr,WINTERKILL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
353,69,CHIPPEWA,WI,WOLF RIVER,WOLF RIVER,2146000,104427,104427,75,8-Sep-05,Summer,Summer,2005,1.5,SUSPECTED,UNKNOWN,ENVIRONMENTAL CONDITION,TOTAL,DISSOLVED OXYGEN,Sep,SUMMERKILL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
354,70,CLARK,WI,ARBUTUS LAKE*,LAKE ARBUTUS_GENERAL LAKE STATION,1727700,122523,10001119,2339,16-Jul-11,Summer,Summer,2011,840,KNOWN,NATURAL,INFECTIOUS AGENTS,SELECTIVE,COLUMNARIS,Jul,INFECTIOUS AGENT,Fair Number,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
355,71,COLUMBIA,WI,CRYSTAL LAKE,CRYSTAL LAKE_GENERAL LAKE STATION,979000,109720,10001194,64,19-Aug-05,Summer,Summer,2005,500,UNKNOWN,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,Aug,SUMMERKILL,Large Number,1,,,,,,,,,,,,,,,,1,0,0,UNKNOWN,0,UNKNOWN,0,0,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,UNKNOWN,0,0,UNKNOWN,0,0,0,UNKNOWN,0,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
356,72,COLUMBIA,WI,FRENCH CREEK,PDX: FRENCH CREEK,172100,34944411,10017886,2766,6-Jul-12,Summer,Summer,2012,2,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,TOTAL,DISSOLVED OXYGEN,Jul,SUMMERKILL,Fair Number,1,,,,,,,,,,,,,,,,1,0,0,UNKNOWN,0,1,0,0,0,0,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,UNKNOWN,0,0,1,0,0,0,UNKNOWN,0,0,0,0,0,0,0,UNKNOWN,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
357,73,COLUMBIA,WI,LAKE WISCONSIN,LAKE WISCONSIN_GENERAL LAKE STATION,1260600,122590,10007820,696,24-Apr-08,Summer,Winter,2008,80,SUSPECTED,NOT INVESTIGATED,UNKNOWN,TOTAL,DISSOLVED OXYGEN,Apr,WINTERKILL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
358,74,COLUMBIA,WI,LAKE WISCONSIN,LAKE WISCONSIN_GENERAL LAKE STATION,1260600,122590,10007820,2767,9-Jul-12,Summer,Summer,2012,50,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DIRECT TEMPERATURE STRESS,Jul,SUMMERKILL,Fair Number,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
359,75,COLUMBIA,WI,LAKE WISCONSIN,LAKE WISCONSIN_GENERAL LAKE STATION,1260600,122590,10007820,3258,10-Apr-13,Summer,Winter,2013,100,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,COMPOUND ENVIRONMENTAL STRESS,Apr,WINTERKILL,Fair Number,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
360,76,COLUMBIA,WI,LAZY LAKE (FALL R MILLPOND),LAZY LAKE_GENERAL LAKE STATION,843400,122597,10001191,2885,11-Jul-12,Summer,Summer,2012,160,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DIRECT TEMPERATURE STRESS,Jul,SUMMERKILL,Fair Number,0,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA
361,77,COLUMBIA,WI,LONG LAKE,LONG LAKE_GENERAL LAKE STATION,1000700,111457,10014613,689,7-Apr-08,Summer,Winter,2008,69,SUSPECTED,NATURAL,ENVIRONMENTAL CONDITION,SELECTIVE,DISSOLVED OXYGEN,Apr,WINTERKILL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
362,78,COLUMBIA,WI,ROWAN CREEK,ROWAN CREEK NEAR POYNETTE STP [FISH INVESTIGATION],1263700,2072,113004,2439,24-Sep-11,Summer,Summer,2011,0.25,SUSPECTED,ANTHROPOGENIC,TOXICITY,SELECTIVE,ANTHROPOGENIC CONDITION,Sep,ANTHROPOGENIC CONDITION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
363,79,COLUMBIA,WI,SPRING CREEK,LODI SPRING CREEK,1261900,104449,104449,26,28-Jun-04,Summer,Summer,2004,0.05,UNKNOWN,UNKNOWN,TOXICITY,SELECTIVE,ANTHROPOGENIC CONDITION,Jun,ANTHROPOGENIC CONDITION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NA,NA
364,80,COLUMBIA,WI,TARRANT LAKE,TARRANT LAKE_GENERAL LAKE STATION,1269100,123096,10001171,1493,12-Jun-09,Summer,Summer,2009,2,KNOWN,NATURAL,INFECTIOUS AGENTS,SELECTIVE,COLUMNARIS,Jun,INFECTIOUS AGENT,Fair Number,0,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
